Claim_Number,date_of_loss,Notifier,Loss_code,Loss_description,Notification_period,Inception_to_loss,Location_of_incident,Weather_conditions,Vehicle_mobile,Time_hour,Main_driver,PH_considered_TP_at_fault, Vechile_registration_present , Incident_details_present , Injury_details_present , TP_type_insd_pass_back , TP_type_insd_pass_front , TP_type_driver , TP_type_pass_back , TP_type_pass_front , TP_type_bike , TP_type_cyclist , TP_type_pass_multi , TP_type_pedestrian , TP_type_other , TP_type_nk , TP_injury_whiplash , TP_injury_traumatic , TP_injury_fatality , TP_injury_unclear , TP_injury_nk , TP_region_eastang , TP_region_eastmid , TP_region_london , TP_region_north , TP_region_northw , TP_region_outerldn , TP_region_scotland , TP_region_southe , TP_region_southw , TP_region_wales , TP_region_westmid , TP_region_yorkshire ,Incurred,Capped_Incurred
85,2003-12-17,Other,LD003,Head on collision,0,96,Minor Road,NORMAL,Y,11,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11861.85,11861.85
86,2003-12-18,Other,LD003,Head on collision,1,89,Main Road,WET,N,17,Other,n/k, 1 , 1 , 1 , 2 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 1 , -   , -   , 1 , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1845.25,1845.25
87,2003-12-20,Other,LD003,Head on collision,2,139,Main Road,NORMAL,N,23,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,7261.41,7261.41
88,2003-12-21,Other,LD003,Head on collision,452,98,Main Road,N/K,n/k,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,1220.00,1220.00
89,2003-12-21,PH,LD003,Head on collision,1,255,Main Road,WET,N,14,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,12955.32,12955.32
90,2003-12-23,PH,LD003,Head on collision,0,149,Main Road,NORMAL,Y,8,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,90.26,90.26
91,2003-12-24,Other,LD003,Head on collision,0,106,Minor Road,WET,N,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,16683.37,16683.37
92,2003-12-27,Other,LD003,Head on collision,2,142,Minor Road,WET,N,14,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,725.58,725.58
93,2003-12-28,PH,LD003,Head on collision,1,68,Minor Road,"SNOW,ICE,FOG",Y,9,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1247.07,1247.07
94,2003-12-30,PH,LD003,Head on collision,0,33,Main Road,NORMAL,N,17,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,52151.20,50000.00
95,2004-01-02,PH,LD003,Head on collision,3,91,Minor Road,NORMAL,Y,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
96,2004-01-06,PH,LD003,Head on collision,1,260,Minor Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
97,2004-01-07,PH,LD003,Head on collision,0,179,Minor Road,NORMAL,Y,13,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
98,2004-01-08,Other,LD003,Head on collision,2,141,Minor Road,NORMAL,Y,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
99,2004-01-09,PH,LD003,Head on collision,0,161,Main Road,WET,Y,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   ,79.88,79.88
100,2004-01-12,PH,LD003,Head on collision,0,222,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   ,18684.43,18684.43
101,2004-01-13,Other,LD003,Head on collision,0,37,Main Road,WET,Y,6,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   ,79.88,79.88
102,2004-01-13,PH,LD003,Head on collision,0,205,Minor Road,NORMAL,Y,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
103,2004-01-15,PH,LD003,Head on collision,1,99,Main Road,WET,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,15252.78,15252.78
104,2004-01-16,Other,LD003,Head on collision,1,94,Main Road,NORMAL,N,19,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,8845.14,8845.14
105,2004-01-19,Other,LD003,Head on collision,0,52,Minor Road,WET,Y,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,959.02,959.02
106,2004-01-20,PH,LD003,Head on collision,1,141,Main Road,WET,N,18,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,25530.98,25530.98
107,2004-01-21,Other,LD003,Head on collision,0,161,Minor Road,WET,N,15,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4010.00,4010.00
108,2004-01-23,PH,LD003,Head on collision,0,176,Minor Road,WET,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1924.75,1924.75
109,2004-01-27,PH,LD003,Head on collision,0,251,Main Road,NORMAL,N,8,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,372.70,372.70
110,2004-01-27,Other,LD003,Head on collision,3,201,Main Road,NORMAL,N,19,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,255.87,255.87
111,2004-01-28,Other,LD003,Head on collision,3,90,Minor Road,"SNOW,ICE,FOG",Y,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,324.40,324.40
112,2004-01-28,PH,LD003,Head on collision,1,236,Minor Road,"SNOW,ICE,FOG",N,17,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
113,2004-01-29,Other,LD003,Head on collision,0,47,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,79.88,79.88
114,2004-01-29,PH,LD003,Head on collision,0,303,Minor Road,"SNOW,ICE,FOG",N,9,Other,n/k, 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,79.88,79.88
115,2004-01-30,PH,LD003,Head on collision,0,173,Main Road,NORMAL,Y,15,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1349.18,1349.18
116,2004-01-30,CNF,LD003,Head on collision,0,265,Main Road,NORMAL,N,7,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,303.45,303.45
117,2004-02-02,PH,LD003,Head on collision,81,97,Minor Road,NORMAL,Y,0,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,259.54,259.54
118,2004-02-05,Other,LD003,Head on collision,0,66,Minor Road,WET,N,12,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,3202.84,3202.84
119,2004-02-05,Other,LD003,Head on collision,0,171,Main Road,NORMAL,Y,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
120,2004-02-05,Other,LD003,Head on collision,1,102,Main Road,NORMAL,Y,20,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,247.14,247.14
121,2004-02-10,PH,LD003,Head on collision,0,29,Main Road,NORMAL,Y,11,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,2875.45,2875.45
122,2004-02-10,PH,LD003,Head on collision,0,134,Minor Road,NORMAL,Y,8,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1258.27,1258.27
123,2004-02-14,Other,LD003,Head on collision,2,70,Main Road,WET,N,15,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
124,2004-02-15,PH,LD003,Head on collision,1,193,Home Address,NORMAL,Y,10,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,1456.16,1456.16
125,2004-02-15,PH,LD003,Head on collision,1,37,Minor Road,NORMAL,Y,10,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,747.59,747.59
126,2004-02-17,Other,LD003,Head on collision,23,206,Minor Road,WET,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
127,2004-02-17,PH,LD003,Head on collision,0,233,Minor Road,WET,Y,13,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,173939.24,50000.00
128,2004-02-17,PH,LD003,Head on collision,2,70,Minor Road,WET,N,20,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , 2 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,13967.97,13967.97
129,2004-02-17,Other,LD003,Head on collision,0,266,Minor Road,WET,N,16,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,4922.03,4922.03
130,2004-02-19,PH,LD003,Head on collision,1,305,Minor Road,NORMAL,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,1769.38,1769.38
131,2004-02-21,CNF,LD003,Head on collision,2,77,Minor Road,NORMAL,Y,11,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,3174.33,3174.33
132,2004-02-22,CNF,LD003,Head on collision,2,257,Minor Road,NORMAL,Y,15,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,1516.73,1516.73
133,2004-02-23,Other,LD003,Head on collision,0,64,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,518.04,518.04
134,2004-02-25,Other,LD003,Head on collision,0,86,Minor Road,NORMAL,N,9,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,23356.93,23356.93
135,2004-02-26,PH,LD003,Head on collision,2,183,Minor Road,"SNOW,ICE,FOG",Y,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,1042.34,1042.34
136,2004-02-27,PH,LD003,Head on collision,1,282,Minor Road,"SNOW,ICE,FOG",N,7,Other,n/k, 1 , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 2 , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,11625.63,11625.63
137,2004-02-27,Other,LD003,Head on collision,25,287,Other,N/A,n/k,0,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,15454.63,15454.63
138,2004-02-28,CNF,LD003,Head on collision,11,36,Main Road,NORMAL,Y,0,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,0.00,0.00
139,2004-02-28,Other,LD003,Head on collision,2,286,Minor Road,"SNOW,ICE,FOG",N,11,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,4186.67,4186.67
140,2004-03-01,Other,LD003,Head on collision,0,308,Minor Road,NORMAL,N,9,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,2023.35,2023.35
141,2004-03-02,PH,LD003,Head on collision,0,27,Main Road,NORMAL,Y,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,11989.44,11989.44
142,2004-03-04,Other,LD003,Head on collision,0,145,Minor Road,WET,N,8,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,0.00,0.00
143,2004-03-04,Other,LD003,Head on collision,1,205,n/k,N/A,Y,12,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,781.10,781.10
144,2004-03-05,NamedDriver,LD003,Head on collision,0,167,Minor Road,WET,N,9,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,5933.89,5933.89
145,2004-03-06,CNF,LD003,Head on collision,2,178,Main Road,N/K,N,4,Other,n/k, 1 , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , 1 , -   ,11146.88,11146.88
146,2004-03-11,Other,LD003,Head on collision,0,218,Minor Road,WET,N,8,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,2967.42,2967.42
147,2004-03-11,Other,LD003,Head on collision,0,338,Minor Road,WET,N,15,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,3633.65,3633.65
148,2004-03-11,Other,LD003,Head on collision,0,296,Minor Road,WET,N,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 ,10848.02,10848.02
149,2004-03-13,CNF,LD003,Head on collision,2,159,Minor Road,WET,Y,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,1353.61,1353.61
150,2004-03-15,PH,LD003,Head on collision,3,225,Minor Road,WET,Y,19,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4028.46,4028.46
151,2004-03-16,PH,LD003,Head on collision,0,229,Minor Road,NORMAL,N,13,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,129265.38,50000.00
152,2004-03-17,Other,LD003,Head on collision,0,207,Main Road,NORMAL,N,7,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,79.61,79.61
153,2004-03-18,Other,LD003,Head on collision,0,138,Minor Road,WET,N,6,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,6240.89,6240.89
154,2004-03-19,Other,LD003,Head on collision,0,54,Minor Road,NORMAL,N,16,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   ,6964.46,6964.46
155,2004-03-21,PH,LD003,Head on collision,2,169,Main Road,N/A,n/k,0,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , 3 , 2 , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   ,148185.19,50000.00
156,2004-03-22,PH,LD003,Head on collision,1,270,Minor Road,WET,N,15,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   ,41569.52,41569.52
157,2004-03-23,Other,LD003,Head on collision,2,170,Minor Road,N/K,N,18,Other,n/k, 1 , 1 , 1 , -   , -   , 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 3 , -   , -   , -   , -   ,14814.52,14814.52
158,2004-03-24,PH,LD003,Head on collision,1,299,Main Road,NORMAL,N,19,Other,n/k, 1 , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , 1 , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   ,5479.59,5479.59
159,2004-03-24,PH,LD003,Head on collision,0,223,Main Road,NORMAL,Y,17,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   , -   , -   , 2 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 2 , -   ,1975.86,1975.86
160,2004-03-24,CNF,LD003,Head on collision,6,236,Car Park,NORMAL,n/k,18,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4904.56,4904.56
161,2004-03-25,PH,LD003,Head on collision,0,237,Minor Road,WET,Y,10,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   ,1757.24,1757.24
162,2004-03-25,PH,LD003,Head on collision,0,118,Minor Road,NORMAL,N,9,Other,n/k, 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   ,2446.96,2446.96
163,2004-03-26,CNF,LD003,Head on collision,0,253,Minor Road,NORMAL,N,8,Other,n/k, 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , 1 , -   , -   , -   , 1 , 1 , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   , -   ,4271.65,4271.65
